item_id,meeting_id,item_number,item_type,application_id,applicant_name,project_title,district,address_raw,summary,outcome,motion_text,vote_result,created_at
1232,224,3,Contract Approval,,Lee County,Amendment 1 to CARES Act reimbursement Interlocal agreement with Lee County,,,Amendment 1 to CARES Act reimbursement Interlocal agreement with Lee County. Action: Approved Amendment 1 to the CARES Act reimbursement Interlocal Agreement with Lee County,Approved Amendment 1 to the CARES Act reimbursement Interlocal Agreement with Lee County,,Detected,
1233,225,1,Vote,,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved the agenda",Approved the agenda,,Detected,
1234,225,2,Unknown,,,Lien Removal Request on Property Located at 9870 Horne Lane Village Attorney Saunders explained that this item is to remove a lien that was in error. Council approval is required to remove the lien. Community Development Director Gibbs added further infor,,"9870 Horne Lane, Estero, FL",Lien Removal Request on Property Located at 9870 Horne Lane Village Attorney Saunders explained that this item is to remove a lien that was in error. Council approval is required to remove the lien. Community Development Director Gibbs added further infor. Action: Move to approve removal of lien,Move to approve removal of lien,,,
1235,226,1,Vote,,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved the agenda",Approved the agenda,,Detected,
1236,226,2,Contract Approval,2018-,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: (1) Approve award of Request for Bids No. RFB 2018- 07, Storm Drainage/Catch Basin System Cleaning Services for the Village of Estero to Enviro Waste Services Group, Inc. to provide services as provided in the contract for a one-year period, at the rates listed in the contract (including all Options). (2) Authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council. (3) Grant the Village Manager the authority to renegotiate and execute the renewal of this contract for one additional one-year term under the same terms and conditions, if doing so is in the best interest of the Village of Estero. Financial Impact: Services through this contract will be provided on an as needed basis. The Village's 2018-2019 Stormwater Maintenance budget includes $20,000 for Miscellaneous Stormwater Maintenance. Any work performed under this contract will be paid for through this Miscellaneous Stormwater Maintenance Budget","(1) Approve award of Request for Bids No. RFB 2018- 07, Storm Drainage/Catch Basin System Cleaning Services for the Village of Estero to Enviro Waste Services Group, Inc. to provide services as provided in the contract for a one-year period, at the rates listed in the contract (including all Options). (2) Authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council. (3) Grant the Village Manager the authority to renegotiate and execute the renewal of this contract for one additional one-year term under the same terms and conditions, if doing so is in the best interest of the Village of Estero. Financial Impact: Services through this contract will be provided on an as needed basis. The Village's 2018-2019 Stormwater Maintenance budget includes $20,000 for Miscellaneous Stormwater Maintenance. Any work performed under this contract will be paid for through this Miscellaneous Stormwater Maintenance Budget",,,
1237,226,3,Consent Agenda,2018-07,,Storm Drainage/Catch Basin System Cleaning Services RFB 2018-07 Recommended,,,Storm Drainage/Catch Basin System Cleaning Services RFB 2018-07 Recommended. Action: Approved the Consent Agenda,Approved the Consent Agenda,,Detected,
1238,227,1,Vote,,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved the agenda",Approved the agenda,,Detected,
1239,228,1,Vote,,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved the agenda with the addition of Agenda Item 6(b) and rescheduling of Agenda Item 4(b) to April 3",Approved the agenda with the addition of Agenda Item 6(b) and rescheduling of Agenda Item 4(b) to April 3,,Detected,
1240,228,2,Contract Approval,2018-02,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,Corkscrew Road Widening Corridor,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approve Supplemental Task Authorization (STA) -1 under CN 2018-02 Miscellaneous Professional Services to Stantec Consulting Services, Inc. to perform a suite of design and permitting services for the Corkscrew Road Traffic Signal Design Project. (c) Design and Permitting Services for Williams Road at Estero High School Turn Lane Improvements CN 2018-04 Recommended","Approve Supplemental Task Authorization (STA) -1 under CN 2018-02 Miscellaneous Professional Services to Stantec Consulting Services, Inc. to perform a suite of design and permitting services for the Corkscrew Road Traffic Signal Design Project. (c) Design and Permitting Services for Williams Road at Estero High School Turn Lane Improvements CN 2018-04 Recommended",,,
1241,228,3,Contract Approval,,Hole Montes,"1) Approve the contract with Hole Montes, Inc. to provide professional engineering service",,Williams Road,"1) Approve the contract with Hole Montes, Inc. to provide professional engineering services to proceed with the design and permitting services work required for the Williams Road at Estero High School Turn Lane Improvements. 2) Authorize the Village Manager to execute the contract on behalf of the Council. Questions or Comments: None","1) Approve the contract with Hole Montes, Inc. to provide professional engineering services to proceed with the design and permitting services work required for the Williams Road at Estero High School Turn Lane Improvements. 2) Authorize the Village Manager to execute the contract on behalf of the Council. Questions or Comments: None",,,
1242,228,4,Consent Agenda,2018-04,,Design and Permitting Services for Williams Road at Estero High School Turn Lane Improvements CN 2018-04 Recommended,,,Design and Permitting Services for Williams Road at Estero High School Turn Lane Improvements CN 2018-04 Recommended. Action: Approved the Consent Agenda,Approved the Consent Agenda,,Detected,
1243,228,5,Contract Approval,2018-04,,Design and Permitting Services for Williams Road at Estero High School Turn Lane Improvements CN 2018-04 Recommended,,Corkscrew Road Widening Corridor,"Design and Permitting Services for Williams Road at Estero High School Turn Lane Improvements CN 2018-04 Recommended. Action: Approve Supplemental Task Authorization (STA) -1 under CN 2018-02 Miscellaneous Professional Services to Stantec Consulting Services, Inc. to perform a suite of design and permitting services for the Corkscrew Road Traffic Signal Design Project Public Works Director Willems provided information and explanation. Questions or Comments: Councilmembers asked how long the project would take","Approve Supplemental Task Authorization (STA) -1 under CN 2018-02 Miscellaneous Professional Services to Stantec Consulting Services, Inc. to perform a suite of design and permitting services for the Corkscrew Road Traffic Signal Design Project Public Works Director Willems provided information and explanation. Questions or Comments: Councilmembers asked how long the project would take",,,
1244,229,1,Contract Approval,2018-02,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,Williams Road,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Motion to approve Supplemental Task Authorization (STA)-1 under CN 2018-02 Miscellaneous Professional Services to AIM Engineering & Surveying, Inc. to perform a suite of design services for the Williams Road & Atlantic Gulf Boulevard Intersection Improvements Project. Financial Impact: The Village of Estero will pay up to $79,275.08 for the proposed services. (c) Trailside Drive and Poinciana Avenue Resurfacing Recommended","Motion to approve Supplemental Task Authorization (STA)-1 under CN 2018-02 Miscellaneous Professional Services to AIM Engineering & Surveying, Inc. to perform a suite of design services for the Williams Road & Atlantic Gulf Boulevard Intersection Improvements Project. Financial Impact: The Village of Estero will pay up to $79,275.08 for the proposed services. (c) Trailside Drive and Poinciana Avenue Resurfacing Recommended",,Detected,
1245,229,2,Contract Approval,2018-02,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Motion to approve Supplemental Task Authorization (STA)-2 under CN 2018-02 Miscellaneous Professional Services to AIM Engineering & Surveying, Inc. to perform a suite of design services for the Trailside Drive and Poinciana Avenue resurfacing. Financial Impact: The Village of Estero will pay up to $54,202.52 for the proposed services. (d) Emergency Notification System: Memorandum of Agreement with Lee County Recommended","Motion to approve Supplemental Task Authorization (STA)-2 under CN 2018-02 Miscellaneous Professional Services to AIM Engineering & Surveying, Inc. to perform a suite of design services for the Trailside Drive and Poinciana Avenue resurfacing. Financial Impact: The Village of Estero will pay up to $54,202.52 for the proposed services. (d) Emergency Notification System: Memorandum of Agreement with Lee County Recommended",,Detected,
1246,229,3,Contract Approval,te,Lee County Recommended,Emergency Notification System: Memorandum of Agreement with Lee County Recommended,,,"Emergency Notification System: Memorandum of Agreement with Lee County Recommended. Action: Move to approve the Village Manager to sign the Memorandum of Agreement. Financial Impact: This represents zero financial impact to the Village (the State of Florida holds the contract with Everbridge, and therefore, any applicable costs of the agreement)","Move to approve the Village Manager to sign the Memorandum of Agreement. Financial Impact: This represents zero financial impact to the Village (the State of Florida holds the contract with Everbridge, and therefore, any applicable costs of the agreement)",,,
1247,229,4,Vote,tutes,,"Move to schedule an Attorney/Client Session on February 27, 2019 Pursuant to 286.011(8), F",,,"Move to schedule an Attorney/Client Session on February 27, 2019 Pursuant to 286.011(8), Florida Statutes. Motion by: Councilmember Wilson Seconded by: Councilmember Batos","Move to schedule an Attorney/Client Session on February 27, 2019 Pursuant to 286.011(8), Florida Statutes. Motion by: Councilmember Wilson Seconded by: Councilmember Batos",,Detected,
1248,229,5,Unknown,tutes,,"Request for Attorney/Client Session on February 27, 2019 Pursuant to 286.011(8), Florida Statutes Relating to the Following Cases: Argo Corkscrew Crossing, LP, Argo US, LLC, Argo Land US, LLC and Templeton Family Trust v. Village of Estero, DOAH Case No. ",,,"Request for Attorney/Client Session on February 27, 2019 Pursuant to 286.011(8), Florida Statutes Relating to the Following Cases: Argo Corkscrew Crossing, LP, Argo US, LLC, Argo Land US, LLC and Templeton Family Trust v. Village of Estero, DOAH Case No. . Action: Move to schedule an Attorney/Client Session on February 27, 2019 Pursuant to 286.011(8), Florida Statutes","Move to schedule an Attorney/Client Session on February 27, 2019 Pursuant to 286.011(8), Florida Statutes",,,
1249,229,6,Contract Approval,2018-06,Kimley-Horn and Associates,Amendment One ~ Contract for US 41 Landscape Design Recommended,,US 41 / Tamiami Trail,"Amendment One ~ Contract for US 41 Landscape Design Recommended. Action: Move to approve Amendment One to Contract EC 2018-06 with Kimley-Horn and Associates, Inc. to add Task 6 - Additional FDOT Coordination/Design Variation Submittal for the US 41 Landscape Design project. Financial Impact: Task 6 will be performed for the additional lump sum fee of $9,500. Questions or Comments: None","Move to approve Amendment One to Contract EC 2018-06 with Kimley-Horn and Associates, Inc. to add Task 6 - Additional FDOT Coordination/Design Variation Submittal for the US 41 Landscape Design project. Financial Impact: Task 6 will be performed for the additional lump sum fee of $9,500. Questions or Comments: None",,,
1250,229,7,Contract Approval,2018-06,Kimley-Horn and Associates,Amendment One ~ Contract for US 41 Landscape Design Recommended,,US 41 / Tamiami Trail,"Amendment One ~ Contract for US 41 Landscape Design Recommended. Action: Move to approve Amendment One to Contract EC 2018-06 with Kimley-Horn and Associates, Inc. to add Task 6 - Additional FDOT Coordination/Design Variation Submittal for the US 41 Landscape Design project","Move to approve Amendment One to Contract EC 2018-06 with Kimley-Horn and Associates, Inc. to add Task 6 - Additional FDOT Coordination/Design Variation Submittal for the US 41 Landscape Design project",,,
1251,229,8,Vote,,,"Motion to approve the Village Manager to expend up to $30,000 for the litigation against S",,,"Motion to approve the Village Manager to expend up to $30,000 for the litigation against South Florida Water Management District. Questions or Comments: Councilmembers commented on whether the Village should have to spend $20,000 or $30,000","Motion to approve the Village Manager to expend up to $30,000 for the litigation against South Florida Water Management District. Questions or Comments: Councilmembers commented on whether the Village should have to spend $20,000 or $30,000",,Detected,
1252,229,9,Unknown,,,ADJOURNMENT,,,ADJOURNMENT. Action: Roll taken to adjourn,Roll taken to adjourn,,,
1253,230,1,Vote,,,Also present,,,Also present. Action: | Approved the agenda,| Approved the agenda,,Detected,
1254,230,2,Consent Agenda,,,"October 24, 2018 Council Meeting Minutes October 31, 2018 Council Meeting Minutes November 7, 2018 Council Meeting Minutes November 28, 2018 Council Meeting Minutes January 9, 2019 Council Meeting Minutes",,,"October 24, 2018 Council Meeting Minutes October 31, 2018 Council Meeting Minutes November 7, 2018 Council Meeting Minutes November 28, 2018 Council Meeting Minutes January 9, 2019 Council Meeting Minutes. Action: | Approved the Consent Agenda",| Approved the Consent Agenda,,Detected,
1255,231,1,Unknown,,,Tish Sargent - American Heart Association ELECTION OF MAYOR Councilmember Levitan nominated Councilmember Bill Ribble for Mayor. There were no further nominations,,,Tish Sargent - American Heart Association ELECTION OF MAYOR Councilmember Levitan nominated Councilmember Bill Ribble for Mayor. There were no further nominations. Action: Elected Councilmember Ribble as Mayor,Elected Councilmember Ribble as Mayor,,,
1256,231,2,Unknown,,,Tish Sargent - American Heart Association ELECTION OF MAYOR Councilmember Levitan nominated Councilmember Bill Ribble for Mayor. There were no further nominations,,,Tish Sargent - American Heart Association ELECTION OF MAYOR Councilmember Levitan nominated Councilmember Bill Ribble for Mayor. There were no further nominations. Action: Elected Councilmember Errington as Vice Mayor,Elected Councilmember Errington as Vice Mayor,,,
1257,231,3,Administrative,,,Tish Sargent - American Heart Association ELECTION OF MAYOR Councilmember Levitan nominated Councilmember Bill Ribble for Mayor. There were no further nominations,,,"Tish Sargent - American Heart Association ELECTION OF MAYOR Councilmember Levitan nominated Councilmember Bill Ribble for Mayor. There were no further nominations. Action: Approved the agenda as amended, pulling 12 (a)","Approved the agenda as amended, pulling 12 (a)",,Detected,
1258,231,4,Consent Agenda,,,"December 5, 2018 Council Meeting Minutes December 12, 2018 Council Meeting Minutes January 23, 2019 Council Meeting Minutes January 30, 2019 Council Meeting Minutes February 6, 2019 Council Meeting Minutes February 20, 2019 Council Meeting Minutes March 6",,,"December 5, 2018 Council Meeting Minutes December 12, 2018 Council Meeting Minutes January 23, 2019 Council Meeting Minutes January 30, 2019 Council Meeting Minutes February 6, 2019 Council Meeting Minutes February 20, 2019 Council Meeting Minutes March 6. Action: Approved the Consent Agenda",Approved the Consent Agenda,,Detected,
1259,231,5,Ordinance,ff,,"December 5, 2018 Council Meeting Minutes December 12, 2018 Council Meeting Minutes January 23, 2019 Council Meeting Minutes January 30, 2019 Council Meeting Minutes February 6, 2019 Council Meeting Minutes February 20, 2019 Council Meeting Minutes March 6",,,"December 5, 2018 Council Meeting Minutes December 12, 2018 Council Meeting Minutes January 23, 2019 Council Meeting Minutes January 30, 2019 Council Meeting Minutes February 6, 2019 Council Meeting Minutes February 20, 2019 Council Meeting Minutes March 6. Action: e Reappoint Planning and Zoning Board members Marlene Naratil and James Tatooles for a one-year term expiring March 31, 2020. e Reappoint Design Review Board member Barry Jones for a one-year term expiring on March 31, 2020. e Appoint a Chairman for each Board. e Authorize staff to advertise for the three (3) vacant positions for Design Review Board, including a landscape architect per the Ordinance requirement. e Designate which Design Review Board member is considered the State-registered architect for purposes of determining a quorum. Village Manager Sarkozy provided an introduction. Community Development Director Gibbs explained why this was being brought up to Council at this time. Questions or Comments: Councilmember Levitan suggested the Council take each recommendation separately. Vice Mayor Errington expressed concern about not having a landscape architect. Community Development Director Gibbs explained that the Village will reach out to firms for assistance if needed","e Reappoint Planning and Zoning Board members Marlene Naratil and James Tatooles for a one-year term expiring March 31, 2020. e Reappoint Design Review Board member Barry Jones for a one-year term expiring on March 31, 2020. e Appoint a Chairman for each Board. e Authorize staff to advertise for the three (3) vacant positions for Design Review Board, including a landscape architect per the Ordinance requirement. e Designate which Design Review Board member is considered the State-registered architect for purposes of determining a quorum. Village Manager Sarkozy provided an introduction. Community Development Director Gibbs explained why this was being brought up to Council at this time. Questions or Comments: Councilmember Levitan suggested the Council take each recommendation separately. Vice Mayor Errington expressed concern about not having a landscape architect. Community Development Director Gibbs explained that the Village will reach out to firms for assistance if needed",,,
1260,231,6,Unknown,,,| Reappointed Planning and Zoning Board Members Marlene Naratil and James Tatooles for a f,,,"| Reappointed Planning and Zoning Board Members Marlene Naratil and James Tatooles for a full three-year term expiring March 31, 2022. Reappointed Chairman Scotty Wood to the Planning and Zoning Board","| Reappointed Planning and Zoning Board Members Marlene Naratil and James Tatooles for a full three-year term expiring March 31, 2022. Reappointed Chairman Scotty Wood to the Planning and Zoning Board",,,
1261,231,7,Unknown,te-registered,,Reappointed Design Review Board Member Barry Jones to a two-year term expiring on March 31,,,"Reappointed Design Review Board Member Barry Jones to a two-year term expiring on March 31, 2021. Appointed Barry Jones as Chair of the Design Review Board. Bill Glass will be the Design Review Board Member considered the State-registered architect for purpose of determining a quorum","Reappointed Design Review Board Member Barry Jones to a two-year term expiring on March 31, 2021. Appointed Barry Jones as Chair of the Design Review Board. Bill Glass will be the Design Review Board Member considered the State-registered architect for purpose of determining a quorum",,,
1262,231,8,Ordinance,ff,,"Authorized staff to advertise for the three (3) vacant positions for Design Review Board, ",,,"Authorized staff to advertise for the three (3) vacant positions for Design Review Board, including a landscape architect per the Ordinance requirement","Authorized staff to advertise for the three (3) vacant positions for Design Review Board, including a landscape architect per the Ordinance requirement",,Detected,
1263,231,9,Ordinance,15-01,,"FIRST READING OF ORDINANCE Ordinance No 2019-22 An Ordinance of the Village Council of the Village of Estero, Florida, Further Amending Ordinance No. 15-01 Regarding Appeals From the Village Planning and Zoning Board and the Design Review Board; Amending ",,,"FIRST READING OF ORDINANCE Ordinance No 2019-22 An Ordinance of the Village Council of the Village of Estero, Florida, Further Amending Ordinance No. 15-01 Regarding Appeals From the Village Planning and Zoning Board and the Design Review Board; Amending . Action: Passed first reading of Ordinance No. 2019-22",Passed first reading of Ordinance No. 2019-22,,Detected,
1264,232,1,Administrative,te,,"Zach Lozano - Florida Gopher Tortoise Day Presented by Vice Mayor Errington to Zach Lozano, Koreshan State Park Manager, proclaiming April 10, 2019 as Gopher Tortoise Day. APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS: Village Attorney Saunders requested i",,,"Zach Lozano - Florida Gopher Tortoise Day Presented by Vice Mayor Errington to Zach Lozano, Koreshan State Park Manager, proclaiming April 10, 2019 as Gopher Tortoise Day. APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS: Village Attorney Saunders requested i. Action: Approved the agenda as amended, adding two items under Agenda Item 10 - Village Attorney's Report","Approved the agenda as amended, adding two items under Agenda Item 10 - Village Attorney's Report",,Detected,
1265,232,2,Consent Agenda,,,"March 20, 2019 Council Meeting Minutes",,,"March 20, 2019 Council Meeting Minutes. Action: Approved the Consent Agenda",Approved the Consent Agenda,,Detected,
1266,232,3,Contract Approval,te,State of Florida,Hurricane Irma Reimbursement Contract with State of Florida,,,Hurricane Irma Reimbursement Contract with State of Florida. Action: Approved contract #Z0803 between the Village of Estero and the State of Florida,Approved contract #Z0803 between the Village of Estero and the State of Florida,,Detected,
1267,232,4,Resolution,2019-03,,Adopted Resolution No. 2019-03 as amended,,,Adopted Resolution No. 2019-03 as amended,Adopted Resolution No. 2019-03 as amended,,Detected,
1268,232,5,Unknown,onomic,,Membership in the Bonita Springs - Estero Economic Development Council (EDC) for 2019-20,,,"Membership in the Bonita Springs - Estero Economic Development Council (EDC) for 2019-20. Action: Denied the request of $10,000 to support the Bonita Springs - Estero Economic Development Council for 2019-20","Denied the request of $10,000 to support the Bonita Springs - Estero Economic Development Council for 2019-20",,,
1269,232,6,Unknown,,,Reaffirmed that the Smolker Law Firm will continue to represent the Village in Case No. 19,,,Reaffirmed that the Smolker Law Firm will continue to represent the Village in Case No. 19-000531,Reaffirmed that the Smolker Law Firm will continue to represent the Village in Case No. 19-000531,,,
1270,233,1,Administrative,,,related to the mining application recently approved by the Lee County Board of County Commissioners be added to the agenda,,,"related to the mining application recently approved by the Lee County Board of County Commissioners be added to the agenda. Action: Approved the agenda as amended, adding agenda item 8 (c)","Approved the agenda as amended, adding agenda item 8 (c)",,Detected,
1271,233,2,Vote,,,"Jeff Tuscan, CPA, Tuscan & Company, PA - Comprehensive Annual Financial Report (CAFR) for the Fiscal Year Ended September 30, 2018 Jeff Tuscan, CPA, highlighted information from the report related to the Certificate of Achievement for Excellence in Financ",,,"Jeff Tuscan, CPA, Tuscan & Company, PA - Comprehensive Annual Financial Report (CAFR) for the Fiscal Year Ended September 30, 2018 Jeff Tuscan, CPA, highlighted information from the report related to the Certificate of Achievement for Excellence in Financ. Action: Approved the Comprehensive Annual Financial Report (CAFR) for the Fiscal Year Ended September 30, 2018","Approved the Comprehensive Annual Financial Report (CAFR) for the Fiscal Year Ended September 30, 2018",,Detected,
1272,233,3,Consent Agenda,,,"April 3, 2019 Council Meeting Minutes",,,"April 3, 2019 Council Meeting Minutes. Action: Approved the Consent Agenda",Approved the Consent Agenda,,Detected,
1273,233,4,Ordinance,2019-22,,"Ordinance No. 2019-22 An Ordinance of the Village Council of the Village of Estero, Further Amending Ordinance No. 15-01 Regarding Appeals from the Village Planning and Zoning Board and from the Design Review Board; Amending Ordinance 15-01 to Require Wri",,,"Ordinance No. 2019-22 An Ordinance of the Village Council of the Village of Estero, Further Amending Ordinance No. 15-01 Regarding Appeals from the Village Planning and Zoning Board and from the Design Review Board; Amending Ordinance 15-01 to Require Wri. Action: Adopted Ordinance No. 2019-22",Adopted Ordinance No. 2019-22,,Detected,
1274,233,5,Contract Approval,,,Contract Renewal for Code Enforcement Special Magistrate,,,Contract Renewal for Code Enforcement Special Magistrate. Action: Approved the contract renewal for Code Enforcement Special Magistrate,Approved the contract renewal for Code Enforcement Special Magistrate,,Detected,
1275,233,6,Contract Approval,ff,,(1) Approved consultants ranking for Estero River Sedimentation Analysis as follows: Numbe,,Estero River,"(1) Approved consultants ranking for Estero River Sedimentation Analysis as follows: Number | - Coastal Engineering Consultants, Inc.; Number 2 - Taylor Engineering, Inc.; Number 3 - TKW Consulting Engineers, Inc.; and Number 4- GHD Inc. (2) Authorized staff to negotiate a contract with the Number | ranked firm, Coastal Engineering Consultants, Inc. to provide professional services to perform a sedimentation analysis of the Estero River","(1) Approved consultants ranking for Estero River Sedimentation Analysis as follows: Number | - Coastal Engineering Consultants, Inc.; Number 2 - Taylor Engineering, Inc.; Number 3 - TKW Consulting Engineers, Inc.; and Number 4- GHD Inc. (2) Authorized staff to negotiate a contract with the Number | ranked firm, Coastal Engineering Consultants, Inc. to provide professional services to perform a sedimentation analysis of the Estero River",,Detected,
1276,233,7,Contract Approval,,,Extension of Contract with Spikowski Planning Associates Councilmember Batos requested consideration of an extension of the contract with Spikowski Planning Associates related to the mining issues with the purpose of gathering the specifics of the areas o,,,"Extension of Contract with Spikowski Planning Associates Councilmember Batos requested consideration of an extension of the contract with Spikowski Planning Associates related to the mining issues with the purpose of gathering the specifics of the areas o. Action: | Approved extending the contract with Spikowski Planning Associates not to exceed $10,000","| Approved extending the contract with Spikowski Planning Associates not to exceed $10,000",,Detected,
1277,234,1,Administrative,,,related to the open seat on the Lee County Board of County Commissioners be added to the agenda,,,"related to the open seat on the Lee County Board of County Commissioners be added to the agenda. Action: | Approved the agenda as amended, adding Agenda Item 8 (c)","| Approved the agenda as amended, adding Agenda Item 8 (c)",,Detected,
1278,234,2,Consent Agenda,,,"April 24, 2019 Council Meeting Minutes",,,"April 24, 2019 Council Meeting Minutes. Action: Approved the Consent Agenda",Approved the Consent Agenda,,Detected,
1279,234,3,Contract Approval,,,Approved the Settlement Agreement between the Village of Estero and Argo Corkscrew Crossin,,,"Approved the Settlement Agreement between the Village of Estero and Argo Corkscrew Crossing, LP; Argo US LLC; Argo Land US, LLC; and Richard I. Templeton Family Trust","Approved the Settlement Agreement between the Village of Estero and Argo Corkscrew Crossing, LP; Argo US LLC; Argo Land US, LLC; and Richard I. Templeton Family Trust",,Detected,
1280,234,4,Vote,,,Community Development Block Grant - Urban County Cooperation Agreement,,,Community Development Block Grant - Urban County Cooperation Agreement. Action: Approved participating in the Community Development Block Grant program,Approved participating in the Community Development Block Grant program,,Detected,
1281,234,5,Vote,,,Open Seat on the Lee County Board of County Commissioners Councilmember Levitan and Mayor Ribble spoke regarding the open seat on the Lee County Board of County Commissioners and noted that Councilmember Batos' name came up as a possible applicant to fill,,,Open Seat on the Lee County Board of County Commissioners Councilmember Levitan and Mayor Ribble spoke regarding the open seat on the Lee County Board of County Commissioners and noted that Councilmember Batos' name came up as a possible applicant to fill. Action: Endorsed Councilmember Batos for the position of Lee County Commissioner District #3 seat vacated by Commissioner Kiker's untimely death and authorized a letter of endorsement signed by all Councilmembers to be sent to Governor DeSantis,Endorsed Councilmember Batos for the position of Lee County Commissioner District #3 seat vacated by Commissioner Kiker's untimely death and authorized a letter of endorsement signed by all Councilmembers to be sent to Governor DeSantis,,Detected,
1282,235,1,Vote,ted,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS: Village Attorney Saunders stated that he would be providing the Septic to Sewer report under Agenda Item 9 at the June 5, 2019 Council meeting. IVtotion: Move to approve the agenda with the revision to Agenda ",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS: Village Attorney Saunders stated that he would be providing the Septic to Sewer report under Agenda Item 9 at the June 5, 2019 Council meeting. IVtotion: Move to approve the agenda with the revision to Agenda . Action: Approved the agenda with the revision to Agenda Item 9 continued to the June 5, 2019 Council meeting","Approved the agenda with the revision to Agenda Item 9 continued to the June 5, 2019 Council meeting",,Detected,
1283,235,2,Consent Agenda,,,"May 1,2019 Council Meeting Minutes",,,"May 1,2019 Council Meeting Minutes. Action: Approved the Consent Agenda",Approved the Consent Agenda,,Detected,
1284,235,3,Ordinance,,,Suspended applications until such time as the consultants working on the Village Land Deve,,,Suspended applications until such time as the consultants working on the Village Land Development Code provide suggested alternatives on the Design Review Board ordinance in the Fall,Suspended applications until such time as the consultants working on the Village Land Development Code provide suggested alternatives on the Design Review Board ordinance in the Fall,,,
1285,235,4,Vote,,,Council Liaison Appointments,,,Council Liaison Appointments. Action: Approved the Council Liaison Appointments,Approved the Council Liaison Appointments,,Detected,
1286,236,1,Vote,,,Also present,,,Also present. Action: Approved Councilmember Levitan's attendance via teleconference,Approved Councilmember Levitan's attendance via teleconference,,Detected,
1287,236,2,Vote,2019-02,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved removing Agenda Item 6 (c) Right of Way Review Services RFQ 2019-02 and approved the agenda as revised",Approved removing Agenda Item 6 (c) Right of Way Review Services RFQ 2019-02 and approved the agenda as revised,,Detected,
1288,236,3,Consent Agenda,,,"May 15, 2019 Council Meeting Minutes",,,"May 15, 2019 Council Meeting Minutes. Action: Approved the Consent Agenda",Approved the Consent Agenda,,Detected,
1289,236,4,Resolution,2019-04,,"Replat of Lot in Miromar Outlet Mall Parking Lot (PLT2018-EOO 1) Resolution No. 2019-04 A Resolution of the Village Council of the Village of Estero, Florida, Approving the Miromar Factory Outlet III Replat; and Providing an Effective Date",,,"Replat of Lot in Miromar Outlet Mall Parking Lot (PLT2018-EOO 1) Resolution No. 2019-04 A Resolution of the Village Council of the Village of Estero, Florida, Approving the Miromar Factory Outlet III Replat; and Providing an Effective Date. Action: Adopted Resolution No. 2019-04 approving the Miromar Factory Outlet III Replat",Adopted Resolution No. 2019-04 approving the Miromar Factory Outlet III Replat,,Detected,
1290,236,5,Resolution,2019-05,State of Florida,"Joint Participation Agreement (JPA) with State of Florida, Department of Transportation Resolution No. 2019-05 A Resolution of the Village Council of the Village of Estero, Florida, Approving the Joint Participation Agreement (JPA) for the US 41 Landscape",,US 41 / Tamiami Trail,"Joint Participation Agreement (JPA) with State of Florida, Department of Transportation Resolution No. 2019-05 A Resolution of the Village Council of the Village of Estero, Florida, Approving the Joint Participation Agreement (JPA) for the US 41 Landscape. Action: Adopted Resolution No. 2019-05 approving the Joint Participation Agreement (JPA) for the US 41 Landscape Improvements Project",Adopted Resolution No. 2019-05 approving the Joint Participation Agreement (JPA) for the US 41 Landscape Improvements Project,,Detected,
1291,237,1,Vote,,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved the agenda",Approved the agenda,,Detected,
1292,237,2,Consent Agenda,,,"June 5, 2019 Council Meeting Minutes",,,"June 5, 2019 Council Meeting Minutes. Action: Approved the Consent Agenda",Approved the Consent Agenda,,Detected,
